0 0 3.89303e-27
0.02 0 -4.62383e-15
0.04 0 -8.96669e-15
0.06 0 -1.30455e-14
0.08 0 -1.68762e-14
0.1 0 -2.04736e-14
0.12 0 -2.38519e-14
0.14 0 -2.70241e-14
0.16 0 -3.00026e-14
0.18 0 -3.27991e-14
0.2 0 -3.54244e-14
0.22 0 -3.78887e-14
0.24 0 -4.02017e-14
0.26 0 -4.23724e-14
0.28 0 -4.44092e-14
0.3 0 -4.63201e-14
0.32 0 -4.81124e-14
0.34 0 -4.97933e-14
0.36 0 -5.13692e-14
0.38 0 -5.28463e-14
0.4 0 -5.42303e-14
0.42 0 -5.55267e-14
0.44 0 -5.67404e-14
0.46 0 -5.78763e-14
0.48 0 -5.89387e-14
0.5 0 -5.99318e-14
0.52 0 -6.08594e-14
0.54 0 -6.17252e-14
0.56 0 -6.25325e-14
0.58 0 -6.32845e-14
0.6 0 -6.39841e-14
0.62 0 -6.46341e-14
0.64 0 -6.52369e-14
0.66 0 -6.5795e-14
0.68 0 -6.63104e-14
0.7 0 -6.67853e-14
0.72 0 -6.72214e-14
0.74 0 -6.76205e-14
0.76 0 -6.79841e-14
0.78 0 -6.83136e-14
0.8 0 -6.86103e-14
0.82 0 -6.88753e-14
0.84 0 -6.91098e-14
0.86 0 -6.93146e-14
0.88 0 -6.94905e-14
0.9 0 -6.96382e-14
0.92 0 -6.97582e-14
0.94 0 -6.98511e-14
0.96 0 -6.99172e-14
0.98 0 -6.99568e-14
1 0 -6.99699e-14
1.02 0 -6.99568e-14
1.04 0 -6.99172e-14
1.06 0 -6.98511e-14
1.08 0 -6.97582e-14
1.1 0 -6.96382e-14
1.12 0 -6.94905e-14
1.14 0 -6.93146e-14
1.16 0 -6.91098e-14
1.18 0 -6.88753e-14
1.2 0 -6.86103e-14
1.22 0 -6.83136e-14
1.24 0 -6.79841e-14
1.26 0 -6.76205e-14
1.28 0 -6.72214e-14
1.3 0 -6.67853e-14
1.32 0 -6.63104e-14
1.34 0 -6.5795e-14
1.36 0 -6.52369e-14
1.38 0 -6.46341e-14
1.4 0 -6.39841e-14
1.42 0 -6.32845e-14
1.44 0 -6.25325e-14
1.46 0 -6.17252e-14
1.48 0 -6.08594e-14
1.5 0 -5.99318e-14
1.52 0 -5.89387e-14
1.54 0 -5.78763e-14
1.56 0 -5.67404e-14
1.58 0 -5.55267e-14
1.6 0 -5.42303e-14
1.62 0 -5.28463e-14
1.64 0 -5.13692e-14
1.66 0 -4.97933e-14
1.68 0 -4.81124e-14
1.7 0 -4.63201e-14
1.72 0 -4.44092e-14
1.74 0 -4.23724e-14
1.76 0 -4.02017e-14
1.78 0 -3.78887e-14
1.8 0 -3.54244e-14
1.82 0 -3.27991e-14
1.84 0 -3.00026e-14
1.86 0 -2.70241e-14
1.88 0 -2.38519e-14
1.9 0 -2.04736e-14
1.92 0 -1.68762e-14
1.94 0 -1.30455e-14
1.96 0 -8.96669e-15
1.98 0 -4.62383e-15
2 0 0
0 0.01 -2.67141e-16
0.02 0.01 0.000317289
0.04 0.01 0.000615298
0.06 0.01 0.000895189
0.08 0.01 0.00115805
0.1 0.01 0.00140491
0.12 0.01 0.00163673
0.14 0.01 0.00185441
0.16 0.01 0.00205879
0.18 0.01 0.00225069
0.2 0.01 0.00243084
0.22 0.01 0.00259994
0.24 0.01 0.00275866
0.26 0.01 0.00290761
0.28 0.01 0.00304738
0.3 0.01 0.0031785
0.32 0.01 0.00330149
0.34 0.01 0.00341684
0.36 0.01 0.00352498
0.38 0.01 0.00362633
0.4 0.01 0.00372131
0.42 0.01 0.00381026
0.44 0.01 0.00389355
0.46 0.01 0.00397149
0.48 0.01 0.0040444
0.5 0.01 0.00411254
0.52 0.01 0.0041762
0.54 0.01 0.00423561
0.56 0.01 0.00429101
0.58 0.01 0.00434261
0.6 0.01 0.00439062
0.62 0.01 0.00443522
0.64 0.01 0.00447659
0.66 0.01 0.00451488
0.68 0.01 0.00455025
0.7 0.01 0.00458284
0.72 0.01 0.00461276
0.74 0.01 0.00464015
0.76 0.01 0.00466509
0.78 0.01 0.00468771
0.8 0.01 0.00470807
0.82 0.01 0.00472625
0.84 0.01 0.00474234
0.86 0.01 0.0047564
0.88 0.01 0.00476847
0.9 0.01 0.0047786
0.92 0.01 0.00478684
0.94 0.01 0.00479321
0.96 0.01 0.00479775
0.98 0.01 0.00480046
1 0.01 0.00480137
1.02 0.01 0.00480046
1.04 0.01 0.00479775
1.06 0.01 0.00479321
1.08 0.01 0.00478684
1.1 0.01 0.0047786
1.12 0.01 0.00476847
1.14 0.01 0.0047564
1.16 0.01 0.00474234
1.18 0.01 0.00472625
1.2 0.01 0.00470807
1.22 0.01 0.00468771
1.24 0.01 0.00466509
1.26 0.01 0.00464015
1.28 0.01 0.00461276
1.3 0.01 0.00458284
1.32 0.01 0.00455025
1.34 0.01 0.00451488
1.36 0.01 0.00447659
1.38 0.01 0.00443522
1.4 0.01 0.00439062
1.42 0.01 0.00434261
1.44 0.01 0.00429101
1.46 0.01 0.00423561
1.48 0.01 0.0041762
1.5 0.01 0.00411254
1.52 0.01 0.0040444
1.54 0.01 0.00397149
1.56 0.01 0.00389355
1.58 0.01 0.00381026
1.6 0.01 0.00372131
1.62 0.01 0.00362633
1.64 0.01 0.00352498
1.66 0.01 0.00341684
1.68 0.01 0.00330149
1.7 0.01 0.0031785
1.72 0.01 0.00304738
1.74 0.01 0.00290761
1.76 0.01 0.00275866
1.78 0.01 0.00259994
1.8 0.01 0.00243084
1.82 0.01 0.00225069
1.84 0.01 0.00205879
1.86 0.01 0.00185441
1.88 0.01 0.00163673
1.9 0.01 0.00140491
1.92 0.01 0.00115805
1.94 0.01 0.000895189
1.96 0.01 0.000615298
1.98 0.01 0.000317289
2 0.01 0
0 0.02 -5.27777e-16
0.02 0.02 0.000626852
0.04 0.02 0.00121561
0.06 0.02 0.00176858
0.08 0.02 0.0022879
0.1 0.02 0.00277561
0.12 0.02 0.0032336
0.14 0.02 0.00366366
0.16 0.02 0.00406745
0.18 0.02 0.00444657
0.2 0.02 0.00480248
0.22 0.02 0.00513657
0.24 0.02 0.00545014
0.26 0.02 0.00574442
0.28 0.02 0.00602055
0.3 0.02 0.0062796
0.32 0.02 0.0065226
0.34 0.02 0.00675047
0.36 0.02 0.00696411
0.38 0.02 0.00716436
0.4 0.02 0.007352
0.42 0.02 0.00752774
0.44 0.02 0.00769229
0.46 0.02 0.00784628
0.48 0.02 0.00799031
0.5 0.02 0.00812494
0.52 0.02 0.0082507
0.54 0.02 0.00836807
0.56 0.02 0.00847752
0.58 0.02 0.00857947
0.6 0.02 0.00867432
0.62 0.02 0.00876244
0.64 0.02 0.00884416
0.66 0.02 0.00891982
0.68 0.02 0.0089897
0.7 0.02 0.00905408
0.72 0.02 0.0091132
0.74 0.02 0.0091673
0.76 0.02 0.00921659
0.78 0.02 0.00926126
0.8 0.02 0.00930149
0.82 0.02 0.00933742
0.84 0.02 0.00936921
0.86 0.02 0.00939697
0.88 0.02 0.00942082
0.9 0.02 0.00944084
0.92 0.02 0.00945711
0.94 0.02 0.00946971
0.96 0.02 0.00947867
0.98 0.02 0.00948403
1 0.02 0.00948582
1.02 0.02 0.00948403
1.04 0.02 0.00947867
1.06 0.02 0.00946971
1.08 0.02 0.00945711
1.1 0.02 0.00944084
1.12 0.02 0.00942082
1.14 0.02 0.00939697
1.16 0.02 0.00936921
1.18 0.02 0.00933742
1.2 0.02 0.00930149
1.22 0.02 0.00926126
1.24 0.02 0.00921659
1.26 0.02 0.0091673
1.28 0.02 0.0091132
1.3 0.02 0.00905408
1.32 0.02 0.0089897
1.34 0.02 0.00891982
1.36 0.02 0.00884416
1.38 0.02 0.00876244
1.4 0.02 0.00867432
1.42 0.02 0.00857947
1.44 0.02 0.00847752
1.46 0.02 0.00836807
1.48 0.02 0.0082507
1.5 0.02 0.00812494
1.52 0.02 0.00799031
1.54 0.02 0.00784628
1.56 0.02 0.00769229
1.58 0.02 0.00752774
1.6 0.02 0.007352
1.62 0.02 0.00716436
1.64 0.02 0.00696411
1.66 0.02 0.00675047
1.68 0.02 0.0065226
1.7 0.02 0.0062796
1.72 0.02 0.00602055
1.74 0.02 0.00574442
1.76 0.02 0.00545014
1.78 0.02 0.00513657
1.8 0.02 0.00480248
1.82 0.02 0.00444657
1.84 0.02 0.00406745
1.86 0.02 0.00366366
1.88 0.02 0.0032336
1.9 0.02 0.00277561
1.92 0.02 0.0022879
1.94 0.02 0.00176858
1.96 0.02 0.00121561
1.98 0.02 0.000626852
2 0.02 0
0 0.03 -7.81979e-16
0.02 0.03 0.000928772
0.04 0.03 0.00180111
0.06 0.03 0.00262041
0.08 0.03 0.00338986
0.1 0.03 0.00411247
0.12 0.03 0.00479105
0.14 0.03 0.00542824
0.16 0.03 0.00602653
0.18 0.03 0.00658824
0.2 0.03 0.00711557
0.22 0.03 0.00761058
0.24 0.03 0.00807518
0.26 0.03 0.0085112
0.28 0.03 0.00892032
0.3 0.03 0.00930415
0.32 0.03 0.00966417
0.34 0.03 0.0100018
0.36 0.03 0.0103183
0.38 0.03 0.010615
0.4 0.03 0.0108931
0.42 0.03 0.0111534
0.44 0.03 0.0113972
0.46 0.03 0.0116254
0.48 0.03 0.0118388
0.5 0.03 0.0120383
0.52 0.03 0.0122246
0.54 0.03 0.0123985
0.56 0.03 0.0125607
0.58 0.03 0.0127117
0.6 0.03 0.0128523
0.62 0.03 0.0129828
0.64 0.03 0.0131039
0.66 0.03 0.013216
0.68 0.03 0.0133195
0.7 0.03 0.0134149
0.72 0.03 0.0135025
0.74 0.03 0.0135827
0.76 0.03 0.0136557
0.78 0.03 0.0137219
0.8 0.03 0.0137815
0.82 0.03 0.0138347
0.84 0.03 0.0138818
0.86 0.03 0.013923
0.88 0.03 0.0139583
0.9 0.03 0.013988
0.92 0.03 0.0140121
0.94 0.03 0.0140308
0.96 0.03 0.014044
0.98 0.03 0.014052
1 0.03 0.0140546
1.02 0.03 0.014052
1.04 0.03 0.014044
1.06 0.03 0.0140308
1.08 0.03 0.0140121
1.1 0.03 0.013988
1.12 0.03 0.0139583
1.14 0.03 0.013923
1.16 0.03 0.0138818
1.18 0.03 0.0138347
1.2 0.03 0.0137815
1.22 0.03 0.0137219
1.24 0.03 0.0136557
1.26 0.03 0.0135827
1.28 0.03 0.0135025
1.3 0.03 0.0134149
1.32 0.03 0.0133195
1.34 0.03 0.013216
1.36 0.03 0.0131039
1.38 0.03 0.0129828
1.4 0.03 0.0128523
1.42 0.03 0.0127117
1.44 0.03 0.0125607
1.46 0.03 0.0123985
1.48 0.03 0.0122246
1.5 0.03 0.0120383
1.52 0.03 0.0118388
1.54 0.03 0.0116254
1.56 0.03 0.0113972
1.58 0.03 0.0111534
1.6 0.03 0.0108931
1.62 0.03 0.010615
1.64 0.03 0.0103183
1.66 0.03 0.0100018
1.68 0.03 0.00966417
1.7 0.03 0.00930415
1.72 0.03 0.00892032
1.74 0.03 0.0085112
1.76 0.03 0.00807518
1.78 0.03 0.00761058
1.8 0.03 0.00711557
1.82 0.03 0.00658824
1.84 0.03 0.00602653
1.86 0.03 0.00542824
1.88 0.03 0.00479105
1.9 0.03 0.00411247
1.92 0.03 0.00338986
1.94 0.03 0.00262041
1.96 0.03 0.00180111
1.98 0.03 0.000928772
2 0.03 0
0 0.04 -1.02982e-15
0.02 0.04 0.00122313
0.04 0.04 0.00237194
0.06 0.04 0.0034509
0.08 0.04 0.00446422
0.1 0.04 0.00541585
0.12 0.04 0.00630949
0.14 0.04 0.00714863
0.16 0.04 0.00793654
0.18 0.04 0.00867628
0.2 0.04 0.00937074
0.22 0.04 0.0100226
0.24 0.04 0.0106345
0.26 0.04 0.0112087
0.28 0.04 0.0117475
0.3 0.04 0.012253
0.32 0.04 0.0127271
0.34 0.04 0.0131717
0.36 0.04 0.0135886
0.38 0.04 0.0139793
0.4 0.04 0.0143454
0.42 0.04 0.0146884
0.44 0.04 0.0150094
0.46 0.04 0.0153099
0.48 0.04 0.0155909
0.5 0.04 0.0158536
0.52 0.04 0.016099
0.54 0.04 0.016328
0.56 0.04 0.0165416
0.58 0.04 0.0167405
0.6 0.04 0.0169256
0.62 0.04 0.0170975
0.64 0.04 0.017257
0.66 0.04 0.0174046
0.68 0.04 0.017541
0.7 0.04 0.0176666
0.72 0.04 0.0177819
0.74 0.04 0.0178875
0.76 0.04 0.0179837
0.78 0.04 0.0180708
0.8 0.04 0.0181493
0.82 0.04 0.0182195
0.84 0.04 0.0182815
0.86 0.04 0.0183356
0.88 0.04 0.0183822
0.9 0.04 0.0184212
0.92 0.04 0.018453
0.94 0.04 0.0184776
0.96 0.04 0.0184951
0.98 0.04 0.0185055
1 0.04 0.018509
1.02 0.04 0.0185055
1.04 0.04 0.0184951
1.06 0.04 0.0184776
1.08 0.04 0.018453
1.1 0.04 0.0184212
1.12 0.04 0.0183822
1.14 0.04 0.0183356
1.16 0.04 0.0182815
1.18 0.04 0.0182195
1.2 0.04 0.0181493
1.22 0.04 0.0180708
1.24 0.04 0.0179837
1.26 0.04 0.0178875
1.28 0.04 0.0177819
1.3 0.04 0.0176666
1.32 0.04 0.017541
1.34 0.04 0.0174046
1.36 0.04 0.017257
1.38 0.04 0.0170975
1.4 0.04 0.0169256
1.42 0.04 0.0167405
1.44 0.04 0.0165416
1.46 0.04 0.016328
1.48 0.04 0.016099
1.5 0.04 0.0158536
1.52 0.04 0.0155909
1.54 0.04 0.0153099
1.56 0.04 0.0150094
1.58 0.04 0.0146884
1.6 0.04 0.0143454
