0 0 7.52998e-31
0.07 0 -1.23134e-18
0.14 0 -2.43163e-18
0.21 0 -3.60335e-18
0.28 0 -4.74536e-18
0.35 0 -5.85627e-18
0.42 0 -6.93456e-18
0.49 0 -7.9785e-18
0.56 0 -8.98622e-18
0.63 0 -9.95569e-18
0.7 0 -1.08847e-17
0.77 0 -1.17711e-17
0.84 0 -1.26124e-17
0.91 0 -1.34061e-17
0.98 0 -1.41499e-17
1.05 0 -1.4841e-17
1.12 0 -1.54769e-17
1.19 0 -1.60553e-17
1.26 0 -1.65735e-17
1.33 0 -1.70292e-17
1.4 0 -1.74201e-17
1.47 0 -1.7744e-17
1.54 0 -1.79991e-17
1.61 0 -1.81835e-17
1.68 0 -1.82956e-17
1.75 0 -1.83342e-17
1.82 0 -1.82981e-17
1.89 0 -1.81867e-17
1.96 0 -1.79994e-17
2.03 0 -1.77362e-17
2.1 0 -1.73972e-17
2.17 0 -1.69829e-17
2.24 0 -1.64943e-17
2.31 0 -1.59326e-17
2.38 0 -1.52994e-17
2.45 0 -1.45966e-17
2.52 0 -1.38265e-17
2.59 0 -1.29919e-17
2.66 0 -1.20956e-17
2.73 0 -1.1141e-17
2.8 0 -1.01318e-17
2.87 0 -9.07171e-18
2.94 0 -7.96505e-18
3.01 0 -6.81622e-18
3.08 0 -5.62991e-18
3.15 0 -4.411e-18
3.22 0 -3.16457e-18
3.29 0 -1.89586e-18
3.36 0 -6.10247e-19
3.43 0 6.86777e-19
3.5 0 1.98964e-18
3.57 0 3.29271e-18
3.64 0 4.59032e-18
3.71 0 5.87684e-18
3.78 0 7.14663e-18
3.85 0 8.39413e-18
3.92 0 9.61388e-18
3.99 0 1.08005e-17
4.06 0 1.19489e-17
4.13 0 1.30539e-17
4.2 0 1.41109e-17
4.27 0 1.51151e-17
4.34 0 1.60624e-17
4.41 0 1.69486e-17
4.48 0 1.77701e-17
4.55 0 1.85235e-17
4.62 0 1.92058e-17
4.69 0 1.98142e-17
4.76 0 2.03465e-17
4.83 0 2.08007e-17
4.9 0 2.11754e-17
4.97 0 2.14694e-17
5.04 0 2.16819e-17
5.11 0 2.18127e-17
5.18 0 2.18616e-17
5.25 0 2.1829e-17
5.32 0 2.17158e-17
5.39 0 2.15229e-17
5.46 0 2.12517e-17
5.53 0 2.09038e-17
5.6 0 2.04811e-17
5.67 0 1.99856e-17
5.74 0 1.94197e-17
5.81 0 1.87858e-17
5.88 0 1.80864e-17
5.95 0 1.73242e-17
6.02 0 1.65018e-17
6.09 0 1.56219e-17
6.16 0 1.46872e-17
6.23 0 1.37002e-17
6.3 0 1.26636e-17
6.37 0 1.15796e-17
6.44 0 1.04506e-17
6.51 0 9.27866e-18
6.58 0 8.06559e-18
6.65 0 6.81309e-18
6.72 0 5.5226e-18
6.79 0 4.19527e-18
6.86 0 2.83203e-18
6.93 0 1.43349e-18
7 0 0

0 0.05 -1.44777e-17
0.07 0.05 3.15712e-05
0.14 0.05 6.26919e-05
0.21 0.05 9.29236e-05
0.28 0.05 0.000122291
0.35 0.05 0.000150807
0.42 0.05 0.00017848
0.49 0.05 0.000205307
0.56 0.05 0.000231277
0.63 0.05 0.000256375
0.7 0.05 0.000280576
0.77 0.05 0.000303851
0.84 0.05 0.000326168
0.91 0.05 0.000347488
0.98 0.05 0.00036777
1.05 0.05 0.00038697
1.12 0.05 0.000405044
1.19 0.05 0.000421947
1.26 0.05 0.000437631
1.33 0.05 0.000452054
1.4 0.05 0.000465174
1.47 0.05 0.000476951
1.54 0.05 0.000487349
1.61 0.05 0.000496338
1.68 0.05 0.000503892
1.75 0.05 0.00050999
1.82 0.05 0.000514619
1.89 0.05 0.000517772
